2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1040337,Denise M. Huth,,,"co-executive producer / producer / executive producer (131 episodes, 2010-2019)",female,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0394586,Gwyneth Horder-Payton,"(2 episodes, 2010-2011)",,,female,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0527167,Tom Luse,,,"executive producer / producer (131 episodes, 2010-2019)",male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0991355,Scott M. Gimple,,"(23 episodes, 2011-2018)","executive producer / supervising producer / producer (125 episodes, 2011-2019)",male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1377920,Evan T. Reilly,,"(6 episodes, 2011-2013)","co-executive producer (29 episodes, 2011-2013)",male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0424901,David Leslie Johnson-McGoldrick,,"(11 episodes, 2011-2019)",,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0008971,Phil Abraham,"(1 episode, 2011)",,,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0225416,Ernest R. Dickerson,"(11 episodes, 2010-2014)",,,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0272704,Guy Ferland,"(6 episodes, 2010-2013)",,,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3079117,Robert Kirkman,,"(131 episodes, 2010-2019)","executive producer (131 episodes, 2010-2019)",male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0317382,Billy Gierhart,"(6 episodes, 2011-2016)",,,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3877885,Tony Moore,,"(131 episodes, 2010-2019)",,male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1764891,Angela Kang,,"(developed by) (38 episodes, 2011-2019)",,female,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1891501,Charlie Adlard,,"(131 episodes, 2010-2019)",,mostly_male,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0005036,Gale Anne Hurd,,,"executive producer (131 episodes, 2010-2019)",mostly_female,[]
2011,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0101741,David Boyd,"(10 episodes, 2011-2019)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0003733,Daniel Attias,"(1 episode, 2012)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2469074,Nichole Beattie,,"(5 episodes, 2012-2014)","producer / supervising producer (32 episodes, 2012-2014)",female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0300510,Paul Gadd,,,"producer / co-producer (77 episodes, 2011-2016)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0001104,Frank Darabont,,"(developed by) (131 episodes, 2010-2019)","executive producer (19 episodes, 2010-2012)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0630524,Greg Nicotero,"(30 episodes, 2012-2019)",,"executive producer / co-executive producer / consulting producer (131 episodes, 2010-2019)",male,"['Outstanding Prosthetic Makeup for a Series, Miniseries, Movie or a Special 2012']"
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3162990,Sang Kyu Kim,,"(1 episode, 2012)","producer (16 episodes, 2012-2013)",andy,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2221121,David Alpert,,,"executive producer (131 episodes, 2010-2019)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0533713,Michelle MacLaren,"(3 episodes, 2010-2014)",,,female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0424800,Clark Johnson,"(1 episode, 2012)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1185659,Glen Mazzara,,"(8 episodes, 2010-2013)","executive producer (29 episodes, 2011-2013)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1040337,Denise M. Huth,,,"co-executive producer / producer / executive producer (131 episodes, 2010-2019)",female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0527167,Tom Luse,,,"executive producer / producer (131 episodes, 2010-2019)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0991355,Scott M. Gimple,,"(23 episodes, 2011-2018)","executive producer / supervising producer / producer (125 episodes, 2011-2019)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1377920,Evan T. Reilly,,"(6 episodes, 2011-2013)","co-executive producer (29 episodes, 2011-2013)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0424901,David Leslie Johnson-McGoldrick,,"(11 episodes, 2011-2019)",,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0225416,Ernest R. Dickerson,"(11 episodes, 2010-2014)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0272704,Guy Ferland,"(6 episodes, 2010-2013)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3079117,Robert Kirkman,,"(131 episodes, 2010-2019)","executive producer (131 episodes, 2010-2019)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0317382,Billy Gierhart,"(6 episodes, 2011-2016)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0197722,Jolly Dale,,,"producer / co-producer (80 episodes, 2012-2017)",female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3877885,Tony Moore,,"(131 episodes, 2010-2019)",,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0755261,Daniel Sackheim,"(2 episodes, 2012-2013)",,,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1529379,Kenneth Requa,,,"associate producer (48 episodes, 2012-2015)",male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1764891,Angela Kang,,"(developed by) (38 episodes, 2011-2019)","co-executive producer / producer / executive producer (112 episodes, 2012-2019)",female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1891501,Charlie Adlard,,"(131 episodes, 2010-2019)",,mostly_male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0005036,Gale Anne Hurd,,,"executive producer (131 episodes, 2010-2019)",mostly_female,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0719982,Frank Renzulli,,"(1 episode, 2012)",,male,[]
2012,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0101741,David Boyd,"(10 episodes, 2011-2019)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2469074,Nichole Beattie,,"(5 episodes, 2012-2014)","producer / supervising producer (32 episodes, 2012-2014)",female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0300510,Paul Gadd,,,"producer / co-producer (77 episodes, 2011-2016)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0001104,Frank Darabont,,"(developed by) (131 episodes, 2010-2019)",,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0630524,Greg Nicotero,"(30 episodes, 2012-2019)",,"executive producer / co-executive producer / consulting producer (131 episodes, 2010-2019)",male,"['Nom. Outstanding Prosthetic Makeup for a Series, Miniseries, Movie or a Special 2013']"
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3162990,Sang Kyu Kim,,,"producer (16 episodes, 2012-2013)",andy,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2221121,David Alpert,,,"executive producer (131 episodes, 2010-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0533713,Michelle MacLaren,"(3 episodes, 2010-2014)",,,female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0777447,Stefan Schwartz,"(1 episode, 2013)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0881461,Michael Uppendahl,"(1 episode, 2013)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1185659,Glen Mazzara,,"(8 episodes, 2010-2013)","executive producer (29 episodes, 2011-2013)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1040337,Denise M. Huth,,,"co-executive producer / producer / executive producer (131 episodes, 2010-2019)",female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2645817,Ryan C. Coleman,,"(1 episode, 2013)",,mostly_male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0527167,Tom Luse,,,"executive producer / producer (131 episodes, 2010-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0687964,Jeremy Podeswa,"(1 episode, 2013)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0991355,Scott M. Gimple,,"(23 episodes, 2011-2018)","executive producer / supervising producer / producer (125 episodes, 2011-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1377920,Evan T. Reilly,,"(6 episodes, 2011-2013)","co-executive producer (29 episodes, 2011-2013)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0424901,David Leslie Johnson-McGoldrick,,"(11 episodes, 2011-2019)",,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0542960,Seith Mann,"(3 episodes, 2013-2014)",,,unknown,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2444553,Channing Powell,,"(17 episodes, 2013-2019)","co-executive producer / co-producer / consulting producer / producer / supervising producer (96 episodes, 2013-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0619408,Matthew Negrete,,"(23 episodes, 2013-2019)","co-executive producer / co-producer / producer / supervising producer (96 episodes, 2013-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0225416,Ernest R. Dickerson,"(11 episodes, 2010-2014)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0272704,Guy Ferland,"(6 episodes, 2010-2013)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0002566,Caleb Womble,,,"producer / co-producer (96 episodes, 2013-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3079117,Robert Kirkman,,"(131 episodes, 2010-2019)","executive producer (131 episodes, 2010-2019)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0317382,Billy Gierhart,"(6 episodes, 2011-2016)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2397756,Seth Hoffman,,"(10 episodes, 2013-2016)","co-executive producer (48 episodes, 2013-2016)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0197722,Jolly Dale,,,"producer / co-producer (80 episodes, 2012-2017)",female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3877885,Tony Moore,,"(131 episodes, 2010-2019)",,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0755261,Daniel Sackheim,"(2 episodes, 2012-2013)",,,male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0322128,Lesli Linka Glatter,"(1 episode, 2013)",,,female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1529379,Kenneth Requa,,,"associate producer (48 episodes, 2012-2015)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1764891,Angela Kang,,"(developed by) (38 episodes, 2011-2019)","co-executive producer / producer / executive producer (112 episodes, 2012-2019)",female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0110644,Tricia Brock,"(3 episodes, 2013-2014)",,,female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1891501,Charlie Adlard,,"(131 episodes, 2010-2019)",,mostly_male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0005036,Gale Anne Hurd,,,"executive producer (131 episodes, 2010-2019)",mostly_female,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1383735,Curtis Gwinn,,"(2 episodes, 2013-2014)","supervising producer (16 episodes, 2013-2014)",male,[]
2013,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0101741,David Boyd,"(10 episodes, 2011-2019)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2469074,Nichole Beattie,,"(5 episodes, 2012-2014)","producer / supervising producer (32 episodes, 2012-2014)",female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0300510,Paul Gadd,,,"producer / co-producer (77 episodes, 2011-2016)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1905909,Julius Ramsay,"(2 episodes, 2014-2015)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0001104,Frank Darabont,,"(developed by) (131 episodes, 2010-2019)",,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0630524,Greg Nicotero,"(30 episodes, 2012-2019)",,"executive producer / co-executive producer / consulting producer (131 episodes, 2010-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2221121,David Alpert,,,"executive producer (131 episodes, 2010-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0533713,Michelle MacLaren,"(3 episodes, 2010-2014)",,,female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0766349,Michael E. Satrazemis,"(15 episodes, 2014-2019)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1040337,Denise M. Huth,,,"co-executive producer / producer / executive producer (131 episodes, 2010-2019)",female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0527167,Tom Luse,,,"executive producer / producer (131 episodes, 2010-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0991355,Scott M. Gimple,,"(23 episodes, 2011-2018)","executive producer / supervising producer / producer (125 episodes, 2011-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0424901,David Leslie Johnson-McGoldrick,,"(11 episodes, 2011-2019)",,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0542960,Seith Mann,"(3 episodes, 2013-2014)",,,unknown,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0418362,Jeffrey F. January,"(4 episodes, 2014-2018)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2444553,Channing Powell,,"(17 episodes, 2013-2019)","co-executive producer / co-producer / consulting producer / producer / supervising producer (96 episodes, 2013-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm4763161,Heather Bellson,,"(3 episodes, 2014-2015)","co-producer / producer (32 episodes, 2014-2016)",female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1250141,Corey Reed,,"(16 episodes, 2014-2019)","co-executive producer / supervising producer (79 episodes, 2014-2019)",mostly_male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0619408,Matthew Negrete,,"(23 episodes, 2013-2019)","co-executive producer / co-producer / producer / supervising producer (96 episodes, 2013-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0225416,Ernest R. Dickerson,"(11 episodes, 2010-2014)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0002566,Caleb Womble,,,"producer / co-producer (96 episodes, 2013-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3079117,Robert Kirkman,,"(131 episodes, 2010-2019)","executive producer (131 episodes, 2010-2019)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0317382,Billy Gierhart,"(6 episodes, 2011-2016)",,,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2397756,Seth Hoffman,,"(10 episodes, 2013-2016)","co-executive producer (48 episodes, 2013-2016)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0197722,Jolly Dale,,,"producer / co-producer (80 episodes, 2012-2017)",female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm3877885,Tony Moore,,"(131 episodes, 2010-2019)",,male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1529379,Kenneth Requa,,,"associate producer (48 episodes, 2012-2015)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1764891,Angela Kang,,"(developed by) (38 episodes, 2011-2019)","co-executive producer / producer / executive producer (112 episodes, 2012-2019)",female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0110644,Tricia Brock,"(3 episodes, 2013-2014)",,,female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1891501,Charlie Adlard,,"(131 episodes, 2010-2019)",,mostly_male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0005036,Gale Anne Hurd,,,"executive producer (131 episodes, 2010-2019)",mostly_female,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1383735,Curtis Gwinn,,"(2 episodes, 2013-2014)","supervising producer (16 episodes, 2013-2014)",male,[]
2014,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0101741,David Boyd,"(10 episodes, 2011-2019)",,,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm4784061,Alex Coley Brown,,,"associate producer / co-executive producer / co-producer (48 episodes, 2015-2018)",male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0300510,Paul Gadd,,,"producer / co-producer (77 episodes, 2011-2016)",male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1905909,Julius Ramsay,"(2 episodes, 2014-2015)",,,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2326979,Larysa Kondracki,"(1 episode, 2015)",,,female,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0001104,Frank Darabont,,"(developed by) (131 episodes, 2010-2019)",,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0630524,Greg Nicotero,"(30 episodes, 2012-2019)",,"executive producer / co-executive producer / consulting producer (131 episodes, 2010-2019)",male,"['Nom. Outstanding Prosthetic Makeup for a Series, Limited Series, Movie or a Special 2015']"
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2221121,David Alpert,,,"executive producer (131 episodes, 2010-2019)",male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0931724,Stephen Williams,"(1 episode, 2015)",,,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm2971221,Christina Perez,,,"associate producer / assistant producer (16 episodes, 2015-2016)",female,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0766349,Michael E. Satrazemis,"(15 episodes, 2014-2019)",,,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1040337,Denise M. Huth,,,"co-executive producer / producer / executive producer (131 episodes, 2010-2019)",female,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm1143132,Avi Youabian,"(1 episode, 2015)",,,male,[]
2015,tt1520211,The Walking Dead,(2010– ),"
Drama, Horror, Thriller            ",14,2,nm0527167,Tom Luse,,,"executive producer / producer (131 episodes, 2010-2019)",male,[]
